Price_euros,Company,Ram,Memory,Cpu,Gpu,Inches,Weight
638.80,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,15.6,2.36kg
1599.00,MSI,8GB,256GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,17.3,2.6kg
500.00,HP,4GB,1TB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,15.6,1.96kg
2299.00,Asus,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,17.3,4.3kg
1135.15,Dell,4GB,500GB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,12.5,1.5kg
1166.97,Dell,4GB,128GB SSD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,12.5,1.5kg
209.00,Acer,4GB,16GB SSD,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,15.6,2.20kg
2899.00,HP,8GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,AMD FirePro W6150M,17.3,3.0kg
1199.00,Lenovo,16GB,512GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.4kg
1413.10,Dell,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.5kg
1511.19,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,17.3,2.9kg
867.00,Lenovo,4GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.1kg
398.00,HP,4GB,1TB HDD,AMD A6-Series 9220 2.5GHz,AMD Radeon R4,15.6,2.1kg
1339.00,Asus,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.59kg
1699.00,HP,8GB,256GB SSD,Intel Core M 6Y54 1.1GHz,Intel HD Graphics 515,13.3,1.16kg
769.15,Dell,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M315,15.6,2.24kg
429.00,Lenovo,4GB,128GB SSD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.1kg
1969.00,HP,8GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.16kg
549.00,Lenovo,4GB,64GB Flash Storage,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,10.1,0.69kg
1379.00,Dell,8GB,256GB SSD,Intel Core i7 7560U 2.4GHz,Intel Iris Plus Graphics 640,13.3,1.23kg
2749.99,Lenovo,16GB,256GB SSD +  1.0TB Hybrid,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,17.3,4.6kg
1029.00,Razer,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,12.5,1.25kg
2226.00,Toshiba,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.05kg
1312.49,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,17.3,3.52kg
196.00,Vero,4GB,32GB Flash Storage,Intel Atom X5-Z8350 1.44GHz,Intel HD Graphics 400,13.3,1.35kg
1690.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.16kg
1513.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.43kg
523.63,Dell,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.09kg
435.00,Asus,4GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2kg
1669.00,Lenovo,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.8kg
479.00,Lenovo,4GB,64GB Flash Storage,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,10.1,0.69kg
1895.00,HP,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,12.5,1.26kg
989.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,15.6,2.4kg
1129.00,HP,8GB,128GB SSD +  1TB HDD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 1060,17.3,3.35kg
629.00,HP,8GB,2TB HDD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.04kg
2050.38,Lenovo,8GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Nvidia Quadro M500M,14,1.8kg
278.00,Asus,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14,1.5kg
752.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.84kg
616.00,Acer,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15.6,2.23kg
1099.00,Lenovo,16GB,1.0TB Hybrid,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M360,15.6,2.5kg
3949.40,HP,8GB,256GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M3000M,17.3,3kg
784.00,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,15.6,2.5kg
2399.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6820HQ 2.7GHz,Nvidia GeForce GTX 980M,17.3,3.78kg
2171.72,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,1.88kg
2440.00,Lenovo,16GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,2.8kg
1142.80,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
1629.00,HP,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13.3,1.48kg
2229.00,HP,8GB,256GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,15.6,2.59kg
1799.00,HP,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,13.3,1.48kg
1899.00,HP,8GB,256GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,15.6,2.0kg
2296.95,HP,8GB,256GB SSD,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,12.5,1.26kg
1009.90,Dell,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.18kg
1579.00,HP,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,1.88kg
2339.00,Lenovo,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.27kg
339.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,1.9kg
297.00,HP,4GB,500GB HDD,AMD E-Series 7110 1.8GHz,AMD Radeon R2 Graphics,15.6,1.86kg
599.00,Lenovo,8GB,1TB HDD,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,15.6,2.32kg
1199.00,Dell,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,15.6,2.62kg
2250.68,Dell,8GB,256GB SSD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce 960M,15.6,2.04kg
478.89,HP,4GB,256GB SSD,AMD A6-Series A6-9220 2.5GHz,AMD Radeon 520,15.6,1.91kg
1492.80,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17.3,2.7kg
2299.00,Lenovo,12GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.4kg
788.49,Lenovo,8GB,1.0TB Hybrid,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,15.6,2.5kg
2041.00,HP,8GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,13.3,1.48kg
1499.00,Lenovo,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.7kg
1769.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,14,1.7kg
899.00,HP,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.62kg
459.00,Lenovo,8GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.2kg
476.99,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.1kg
1498.00,Dell,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.62kg
1390.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.95kg
468.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX,15.6,2.2kg
249.00,HP,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,14,1.44kg
839.00,MSI,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
679.00,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,1.96kg
1159.00,HP,16GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,15.6,2.1kg
369.00,Asus,4GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.2kg
398.00,Lenovo,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.1kg
709.00,Lenovo,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.2kg
769.00,Asus,4GB,256GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,14,2kg
825.00,Lenovo,4GB,1.0TB Hybrid,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,2.32kg
1305.00,Lenovo,16GB,512GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,15.6,3.31kg
2153.37,MSI,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,15.6,1.91kg
650.00,HP,4GB,500GB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,15.6,2.07kg
1637.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.36kg
831.00,Lenovo,6GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920M,15.6,1.54kg
895.01,Dell,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,15.6,1.98kg
333.00,Acer,4GB,500GB HDD,Intel Celeron Dual Core N3350 2GHz,Intel HD Graphics 500,15.6,2.1kg
799.00,HP,6GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.18kg
909.00,Asus,8GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.591kg
1179.00,Dell,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.09kg
691.00,Acer,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15.6,2.23kg
1099.00,Dell,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13.3,1.23kg
2599.00,Acer,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.2kg
819.00,Lenovo,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
659.00,Samsung,4GB,32GB Flash Storage,Samsung Cortex A72&A53 2.0GHz,ARM Mali T860 MP4,12.3,1.15kg
485.00,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.86kg
1163.00,Apple,8GB,256GB Flash Storage,Intel Core M 1.1GHz,Intel HD Graphics 5300,12,0.920kg
1199.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.6kg
1327.00,HP,12GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.21kg
368.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,15.6,1.9kg
2150.00,Asus,16GB,512GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,17.3,4.3kg
272.00,Acer,4GB,1TB HDD,Intel Celeron Dual Core N3350 2GHz,Intel HD Graphics 500,15.6,2.1kg
2048.90,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.43kg
499.00,Dell,4GB,128GB SSD,Intel Core i3 6006U 2.0GHz,AMD Radeon R7 M440,15.6,2.3kg
629.00,Lenovo,8GB,500GB HDD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920MX,15.6,2.2kg
1285.00,Dell,16GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,15.6,2kg
2680.00,Dell,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.2kg
1169.00,Asus,8GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,15.6,2.2kg
889.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,15.6,2.36kg
579.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.91kg
299.00,Lenovo,4GB,500GB HDD,AMD E-Series 9000 2.2GHz,AMD Radeon R2 Graphics,15.6,2.2kg
629.00,Acer,8GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Nvidia GeForce 940MX,17.3,3.3kg
2449.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,15.6,2.2kg
1279.00,Apple,8GB,512GB Flash Storage,Intel Core M 1.2GHz,Intel HD Graphics 515,12,0.920kg
1749.00,Asus,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,2.2kg
1948.99,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,17.3,2.43kg
999.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.191kg
1949.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.9kg
174.00,Acer,2GB,32GB SSD,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,11.6,1.3kg
598.00,Acer,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce 940MX,17.3,3.3kg
539.00,Lenovo,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,17.3,2.8kg
1272.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,15.6,2.6kg
1149.00,Acer,8GB,256GB SSD,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,14,1.2kg
1529.00,Lenovo,8GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,15.6,2.3kg
1476.11,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,15.6,2.2kg
529.00,HP,6GB,1TB HDD,AMD A12-Series 9720P 2.7GHz,AMD Radeon 530,15.6,2.1kg
1713.37,Dell,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,12.5,1.26kg
509.00,Dell,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15,2.08kg
309.00,Asus,4GB,1TB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,15.6,2.65kg
1477.00,Dell,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.29kg
521.86,Dell,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 520,15.6,2.18kg
1029.00,Lenovo,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.6kg
1149.00,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
1650.00,Lenovo,16GB,512GB SSD,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,12.5,1.3kg
3499.00,Razer,16GB,1TB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,1.95kg
469.01,Dell,8GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.3kg
1598.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.7kg
959.00,Apple,4GB,256GB Flash Storage,Intel Core i5 1.6GHz,Intel HD Graphics 6000,11.6,1.08kg
478.00,HP,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.1kg
2198.19,HP,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.54kg
737.00,Dell,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.24kg
1169.00,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.3kg
1499.00,Lenovo,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.4kg
597.57,Lenovo,6GB,256GB SSD,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,15.6,2.2kg
1280.00,Asus,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.45kg
361.80,Acer,4GB,500GB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.4kg
1799.00,Dell,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,17.3,2.77kg
1099.99,HP,4GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.54kg
1600.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.5kg
875.00,Dell,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.6kg
2325.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,15.6,2.34kg
573.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
1813.00,Dell,8GB,256GB SSD,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,13.3,1.24kg
324.00,Dell,4GB,500GB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics,15.6,2.2kg
399.00,HP,4GB,500GB HDD,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,15.6,1.86kg
569.00,Lenovo,6GB,128GB SSD,Intel Core i3 6100U 2.3GHz,Nvidia GeForce 920MX,15.6,2.4kg
1072.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.9kg
443.99,Dell,4GB,500GB HDD,Intel Pentium Quad Core N3700 1.6GHz,Intel HD Graphics,15.6,2.2kg
339.00,Asus,4GB,1TB HDD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,2kg
1900.00,Asus,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,17.3,4.0kg
490.00,Dell,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.29kg
895.00,Lenovo,8GB,1.0TB Hybrid,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,15.6,2.32kg
1229.00,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.4kg
833.01,Lenovo,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.8kg
729.00,Asus,8GB,512GB SSD,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,13.3,1.2kg
459.00,Dell,6GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.3kg
289.00,Acer,4GB,500GB HDD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,15.6,2.4kg
379.00,Dell,2GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.20kg
899.00,Lenovo,8GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.6kg
549.99,HP,6GB,1.0TB Hybrid,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,15.6,2.04kg
805.99,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,15.6,2.3kg
209.00,HP,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.17kg
720.32,Asus,4GB,500GB HDD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,15.6,2.2kg
638.00,Lenovo,4GB,128GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.8kg
1499.00,Lenovo,16GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.3kg
229.00,Lenovo,2GB,64GB Flash Storage,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,14,1.5kg
764.00,HP,6GB,1TB HDD,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,15.6,2.19kg
369.00,Asus,4GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.2kg
729.00,Asus,8GB,512GB SSD,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,13.3,1.2kg
459.00,Dell,6GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.3kg
289.00,Acer,4GB,500GB HDD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,15.6,2.4kg
379.00,Dell,2GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.20kg
899.00,Lenovo,8GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.6kg
549.99,HP,6GB,1.0TB Hybrid,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,15.6,2.04kg
805.99,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,15.6,2.3kg
209.00,HP,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.17kg
720.32,Asus,4GB,500GB HDD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,15.6,2.2kg
638.00,Lenovo,4GB,128GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.8kg
1499.00,Lenovo,16GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.3kg
229.00,Lenovo,2GB,64GB Flash Storage,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,14,1.5kg
764.00,HP,6GB,1TB HDD,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,15.6,2.19kg
369.00,Asus,4GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.2kg
729.00,Asus,8GB,512GB SSD,Intel Core M 6Y30 0.9GHz,Intel HD Graphics 515,13.3,1.2kg
459.00,Dell,6GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.3kg
289.00,Acer,4GB,500GB HDD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,15.6,2.4kg
379.00,Dell,2GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.20kg
899.00,Lenovo,8GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.6kg
549.99,HP,6GB,1.0TB Hybrid,AMD A9-Series 9410 2.9GHz,AMD Radeon R7 M440,15.6,2.04kg
805.99,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,15.6,2.3kg
209.00,HP,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.17kg
720.32,Asus,4GB,500GB HDD,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920M,15.6,2.2kg
638.00,Lenovo,4GB,128GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.8kg
1499.00,Lenovo,16GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.3kg
229.00,Lenovo,2GB,64GB Flash Storage,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,14,1.5kg
764.00,HP,6GB,1TB HDD,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,15.6,2.19kg
369.00,Asus,4GB,500GB HDD,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,15.6,2.2kg
